2200,-1193.78,-0.02812
4400,-1131.13,-0.01296
6600,-1205.48,-0.00316
8800,-1181.96,-0.00069
11000,-1157.89,0.01214
13200,-1291.76,-0.01202
15400,-1186.09,0.0188
17600,-1217.34,-0.00946
19800,-1226.95,0.01347
22000,-1166.06,-0.00023
24200,-1165.42,-0.0003
26400,-1155.31,0.00443
28600,-1228.63,0.01946
30800,-1085.56,0.00767
33000,-1175.61,0.01781
35200,-1249.71,-0.01208
37400,-1168.76,0.00726
39600,-1143.99,-0.00534
41800,-1160.22,0.00011
44000,-1077.05,-0.00894
46200,-1289.25,0.0093
48400,-1210.32,0.02261
50600,-1077.06,0.01358
52800,-1222.06,0.02094
55000,-1232.69,0.00902
57200,-1077.6,0.00627
59400,-1217.86,0.00151
61600,-1262.71,0.00568
63800,-1070.23,0.00094
66000,-1142.46,-0.01754
68200,-1151.31,-0.00452
70400,-1174.95,-0.01885
72600,-1110.87,0.02771
74800,-1131.54,0.01304
77000,-1214.0,0.00934
79200,-1205.68,-0.00231
81400,-1103.34,-0.01426
83600,-1210.37,0.01128
85800,-1017.39,0.01096
88000,-1290.01,-0.00624
90200,-1164.72,0.00585
92400,-1091.52,-0.01043
94600,-1111.82,-0.02441
96800,-1141.71,-0.01078
99000,-1202.13,-0.00298
101200,-1081.87,-0.01624
103400,-1175.76,-0.01274
105600,-1142.9,0.00891
107800,-1045.26,0.02141
110000,-1087.23,0.00967
112200,-1285.1,-0.01879
114400,-1391.97,0.01017
116600,-1017.45,0.00461
118800,-1099.12,-0.00298
121000,-1067.94,-0.03686
123200,-1179.66,-0.0073
125400,-1121.09,-0.0262
127600,-1161.29,-0.00933
129800,-1091.06,0.03598
132000,-1235.02,-0.00734
134200,-1192.73,-0.01832
136400,-1165.69,0.01519
138600,-1036.54,0.00781
140800,-1231.68,0.00507
143000,-1156.29,-0.02522
145200,-1136.46,-0.01437
147400,-1065.56,0.0125
149600,-1178.45,-0.00906
151800,-1133.07,-0.02436
154000,-1211.21,0.00801
156200,-1185.42,-0.01393
158400,-1170.13,-0.02645
160600,-1284.09,0.01697
162800,-1080.69,0.00753
165000,-1073.95,0.01236
167200,-1101.39,0.01788
169400,-1095.36,0.0085
171600,-1121.13,0.0186
173800,-1122.49,-0.00599
176000,-1161.16,0.02371
178200,-1303.34,-0.0398
180400,-1100.92,-0.00035
182600,-1171.76,0.02784
184800,-1203.28,0.02602
187000,-1031.79,0.00823
189200,-1115.29,-0.01912
191400,-1163.06,0.00905
193600,-1016.19,-0.01903
195800,-1027.79,-0.00695
198000,-1019.27,0.00654
200200,-1222.92,-0.00209
202400,-1000.77,-0.001
204600,-1196.58,-0.00314
206800,-1235.01,-0.04034
209000,-1223.86,0.00486
211200,-1059.4,-0.01109
213400,-1117.43,-0.00418
215600,-1114.71,0.00512
