2200,-1291.86,-0.00245
4400,-1121.29,-0.00196
6600,-1204.04,-0.00092
8800,-1306.59,-0.00163
11000,-1176.55,-0.00131
13200,-1152.95,-0.00111
15400,-1180.31,-0.00052
17600,-1049.28,-0.00061
19800,-1106.91,-0.00092
22000,-1208.86,-0.00063
24200,-1436.62,-0.0012
26400,-1159.75,-0.00095
28600,-1166.26,-0.00057
30800,-1191.37,-0.00137
33000,-1337.19,-0.00032
35200,-1134.61,-0.0015
37400,-960.32,-0.00198
39600,-1145.26,-0.00051
41800,-1126.03,-0.00055
44000,-1184.44,-0.00066
46200,-1212.41,-0.0024
48400,-1157.6,-0.00139
50600,-1250.03,-0.00027
52800,-1114.55,-0.00094
55000,-1193.13,-0.00101
57200,-1223.52,-0.0009
59400,-1223.36,-0.00125
61600,-1163.61,-0.00164
63800,-1160.84,-0.00053
66000,-1061.72,-0.00073
68200,-1104.44,-0.00146
70400,-1202.88,-0.00148
72600,-1044.92,-0.00021
74800,-1097.67,-0.00092
77000,-1113.49,-0.00065
79200,-1081.23,-0.00079
81400,-1077.0,-0.00175
83600,-1108.56,-0.00138
85800,-1100.36,-0.00189
88000,-986.89,-0.00232
90200,-1089.45,-0.00063
92400,-1068.19,-0.00055
94600,-1009.41,-0.0004
96800,-1178.63,-0.00015
99000,-1068.59,-0.00043
101200,-1031.43,-0.00059
103400,-1193.04,-0.00065
105600,-1106.41,-0.00014
107800,-1187.9,-0.00067
110000,-1059.89,-0.00076
112200,-1094.3,-0.00067
114400,-1073.16,-0.00195
116600,-1111.59,-0.00053
118800,-1044.56,-2e-05
121000,-1087.87,-0.0003
123200,-1249.75,-0.00067
125400,-986.5,-0.00139
127600,-1024.04,-0.00059
129800,-1085.77,-0.00051
132000,-1043.86,-0.00055
134200,-1013.68,-0.0009
136400,-983.42,-0.00145
138600,-1101.65,-0.00063
140800,-1075.49,-0.00062
143000,-1028.72,-0.00026
145200,-1065.29,-0.00049
147400,-980.05,-0.00029
149600,-1047.64,-0.00072
151800,-1049.08,-0.00066
154000,-1088.49,-0.00109
156200,-1150.62,-0.00016
158400,-1037.31,-0.00096
160600,-1088.21,-0.00071
162800,-1071.41,-0.0004
165000,-1078.18,-0.00062
167200,-999.7,-0.00084
169400,-988.23,-0.00062
171600,-1006.88,-0.00057
173800,-1061.28,-0.00057
176000,-951.82,-0.0004
178200,-934.19,-0.00122
180400,-1026.25,-0.0005
182600,-1022.99,-0.00071
184800,-1072.91,-0.00089
187000,-1036.68,-0.00087
189200,-1089.03,-0.00028
191400,-990.96,-0.00053
193600,-1077.99,-0.00069
195800,-1060.08,-0.00063
198000,-1058.24,-0.00125
200200,-1070.53,-0.00048
202400,-1069.85,-0.00042
204600,-969.47,-0.00126
206800,-1050.53,-0.00095
209000,-1062.72,-0.00067
211200,-1014.99,-0.00053
213400,-1111.16,-0.00171
215600,-958.9,-0.00035
217800,-958.35,-0.00022
220000,-980.62,-0.00161
222200,-946.08,-0.0009
224400,-958.29,-0.00036
226600,-1005.67,-0.00101
228800,-936.19,-0.00102
231000,-963.69,-0.00075
233200,-1042.48,-0.0002
235400,-1003.86,-0.00059
237600,-1031.78,-0.00135
239800,-1015.21,-0.00063
242000,-1047.62,-0.00151
244200,-972.76,0.00014
246400,-896.62,-0.00044
248600,-960.09,-0.00042
250800,-989.41,-0.00081
253000,-1027.18,-0.00041
255200,-953.72,-0.0005
257400,-884.65,-1e-04
259600,-1066.67,-0.00162
261800,-931.73,-0.00057
264000,-971.92,-0.0002
266200,-938.37,-0.00144
268400,-973.73,-0.00104
270600,-948.28,-0.00159
272800,-1017.1,-0.00056
275000,-953.62,-0.00104
277200,-961.38,-0.00046
279400,-1031.48,-0.00067
281600,-1012.32,-0.00087
283800,-1081.38,-7e-05
286000,-1031.04,-0.00022
288200,-1103.97,-0.00032
290400,-997.11,-0.00114
292600,-1095.94,-0.00052
294800,-1030.04,-0.00184
297000,-1031.87,-0.00107
299200,-1040.91,-0.0003
301400,-1019.84,-0.00169
303600,-1084.59,-0.00085
305800,-957.42,-0.00064
308000,-940.87,-0.00019
310200,-1042.26,-0.0002
312400,-1011.72,-0.00203
314600,-1031.71,-1e-05
316800,-1022.12,-0.00053
319000,-1084.05,-0.00079
321200,-1108.08,-0.00046
323400,-1142.74,-0.00087
325600,-1093.64,-0.00073
327800,-1085.43,-0.00069
330000,-1097.67,-0.00123
332200,-1117.12,-0.00083
334400,-1112.98,-0.00211
336600,-1208.31,-8e-05
338800,-1150.06,-0.00075
341000,-1142.04,-6e-05
343200,-1101.99,-0.00059
345400,-1098.38,-0.001
347600,-1083.97,-0.00044
349800,-1113.04,-0.00048
352000,-1153.56,-0.00211
354200,-1064.31,-0.00108
356400,-1108.72,-0.00116
358600,-1147.94,-0.00219
360800,-1122.1,-0.00035
363000,-1101.25,-0.00062
365200,-1126.78,-0.00089
367400,-1150.36,-0.00022
369600,-1125.04,-0.00109
371800,-1150.65,-0.00073
374000,-1098.38,-0.00107
376200,-1102.78,-0.00125
378400,-1110.37,-0.00091
380600,-1124.96,-0.00207
382800,-1123.67,-0.00205
385000,-1100.36,-0.0009
387200,-1066.59,-0.00146
389400,-1100.07,-0.00129
391600,-1069.41,-0.001
393800,-1032.02,-0.00192
396000,-1065.52,-0.00133
398200,-1100.7,-0.00022
400400,-1035.47,-0.00162
402600,-1020.43,-0.00151
404800,-986.31,-0.00093
407000,-1037.48,-0.00062
409200,-1012.49,-0.00175
411400,-1034.63,-0.00089
413600,-993.38,-0.00131
415800,-976.63,-0.00124
418000,-947.89,-0.00163
420200,-920.83,-0.00108
422400,-866.68,-0.00174
424600,-917.0,-0.00022
426800,-842.35,-0.00022
429000,-850.13,-0.00098
431200,-922.81,-0.00141
433400,-852.94,-0.00075
435600,-914.19,-0.00199
437800,-836.33,-0.00246
440000,-940.72,-0.00133
442200,-898.23,-0.00318
444400,-840.03,-0.00151
446600,-872.28,-0.00065
448800,-907.78,-0.00164
451000,-915.32,-0.00037
453200,-904.15,-0.00123
455400,-917.2,-0.00039
457600,-829.18,-0.00105
459800,-907.05,-0.00183
462000,-856.74,-0.00182
464200,-846.76,-0.00192
