3499,-100.78,-0.00824
5556,-107.52,-0.01763
8899,-96.54,-0.0169
11002,-109.71,-0.00042
14545,-107.59,-0.00186
17330,-124.08,-0.00288
20593,-88.46,-0.01079
24209,-102.77,-0.01304
26310,-106.61,-0.00623
29510,-75.85,-0.03629
32998,-98.73,0.01161
36422,-95.27,0.03702
39686,-91.89,0.00292
43224,-96.26,-0.01584
46564,-96.55,-0.0108
49991,-98.39,-0.0437
53534,-99.57,-0.042
56890,-94.9,-0.03504
60133,-86.1,0.03376
63571,-103.02,0.0064
66865,-93.82,-0.0023
68980,-105.25,0.03885
71038,-107.36,0.01359
74610,-99.86,-0.04291
77810,-81.11,-0.04531
81101,-90.48,-0.03142
84521,-96.12,0.03039
87839,-100.55,0.00352
91039,-92.16,-0.06436
94291,-88.43,-0.01055
97556,-98.34,0.04543
100889,-99.23,-0.04887
104422,-97.23,0.01892
108030,-104.53,-0.01033
111413,-106.95,-0.02621
114613,-73.16,-0.0189
117879,-85.8,-0.04155
121222,-97.97,0.02792
124693,-100.63,0.00403
127893,-80.05,0.01568
131254,-89.55,0.01973
133319,-102.54,0.05
136571,-88.62,0.00516
139771,-92.59,-0.01884
143143,-93.95,-0.00369
146739,-101.15,0.01102
149939,-76.25,-0.02539
151991,-103.88,0.03247
155323,-88.0,-0.03011
158737,-94.8,0.0237
162322,-95.61,-0.02982
165575,-98.73,-0.06092
168775,-72.78,0.00752
172154,-97.95,0.00704
175354,-72.13,0.01791
178693,-99.27,-0.0143
180817,-112.47,-0.00376
184351,-97.35,-0.00286
187551,-83.75,-0.00393
191097,-98.27,0.01801
194412,-93.28,-0.04803
196584,-104.05,-0.05154
199784,-73.63,-0.00833
201869,-107.03,-0.02884
205315,-94.87,-0.03803
208515,-90.47,0.01434
211852,-91.95,-0.03219
215101,-87.68,-0.00592
218489,-95.65,-0.02206
221816,-89.28,0.00861
225108,-81.44,0.02371
228498,-96.72,0.00348
231922,-97.43,-0.02429
235277,-91.64,-0.0083
238899,-99.34,0.01018
242353,-97.38,0.0061
245785,-98.7,-0.00322
249030,-83.98,-0.02439
252230,-70.26,-0.02513
254293,-103.03,-0.00307
257602,-95.09,0.00892
261015,-92.67,0.02499
264215,-76.42,-0.0237
267761,-101.42,-0.03195
271064,-82.92,0.02818
274336,-86.27,0.04369
277585,-84.37,-0.0103
280785,-79.65,-0.07207
284147,-102.49,0.00702
287404,-84.61,0.02287
290742,-96.79,-0.00073
293942,-80.01,-0.00888
297457,-100.38,0.00677
300834,-86.42,-0.04954
304390,-100.22,-0.00191
306463,-105.71,-0.05469
309795,-91.68,0.00408
313127,-93.37,-0.04942
316327,-70.02,-0.03302
319608,-88.87,-0.00556
322916,-84.5,-0.02799
326116,-75.04,-0.02603
329356,-84.99,-0.01094
332617,-87.21,0.02482
335919,-80.33,0.01533
339437,-91.59,-0.02612
342637,-75.34,0.00918
346130,-102.34,0.01185
349330,-67.7,-0.0689
352672,-86.39,0.00878
355946,-83.05,0.04191
359146,-70.32,-0.07786
362571,-90.7,0.01196
366028,-93.19,-0.02227
369406,-95.81,-0.00582
372734,-87.34,0.00477
375999,-87.11,0.0168
379381,-95.27,-0.02506
