batch_reward,critic_loss,episode,episode_reward,eps,fps,step
-0.30493662220736345,0.025594892314014336,2.0,-20.0,0.9985984732824404,126.84417773726456,1720
-0.3349876123533013,0.021566168211134724,3.0,-20.0,0.9002799999999955,63.81323317109341,2589
-0.33635218625497676,0.010249436865354167,4.0,-20.0,0.7327900000000002,63.58848739161243,3581
-0.3090536542121292,0.006645340437490074,5.0,-21.0,0.5506300000000021,67.31157306317733,4613
-0.3104857942983929,0.0054871865932298244,6.0,-21.0,0.37810000000000044,62.95926855041452,5498
-0.2964941984148284,0.005040975115699035,7.0,-20.0,0.22077999999999998,62.678450711939504,6361
-0.2932274364361519,0.004502050071244608,8.0,-21.0,0.10628794153471276,61.08570243180631,7182
-0.2908752402268042,0.0043158538117234364,9.0,-21.0,0.09999999999999952,61.56636447155808,8004
-0.2733747507241402,0.004306360843181268,10.0,-19.0,0.09999999999999867,62.348459818358414,8985
-0.2648102202744626,0.0041968997584109135,11.0,-21.0,0.09999999999999858,61.351762130124364,9990
-0.2555512254561376,0.004174725091242492,12.0,-21.0,0.09999999999999878,60.10387303265122,10947
-0.25464273597293724,0.004042300774326307,13.0,-21.0,0.09999999999999885,60.90391331292009,11889
-0.2315909859084175,0.004157342728331272,14.0,-16.0,0.09999999999999719,61.826463188666956,13386
-0.21604703420724428,0.004381260449315985,15.0,-19.0,0.09999999999999862,61.88860109276298,14380
-0.2118033576126485,0.004424782555865452,16.0,-20.0,0.0999999999999981,61.998392618967046,15509
-0.20907636683104233,0.004280589804211624,17.0,-20.0,0.09999999999999773,62.62972520807087,16762
-0.2060203099290553,0.004181859371585848,18.0,-19.0,0.09999999999999763,62.41924374957587,18055
-0.19970174723363676,0.004192542328029068,19.0,-18.0,0.09999999999999779,61.88253656303518,19289
-0.19191841380445823,0.00434560562994892,20.0,-16.0,0.09999999999999704,60.69240551287665,20863
-0.19156322384949667,0.004205488819962244,21.0,-21.0,0.09999999999999794,62.081012893518825,22045
-0.18522800735039524,0.0043107185525058465,22.0,-17.0,0.09999999999999701,62.06372304426775,23638
-0.1807806651862033,0.004127575951961106,23.0,-21.0,0.09999999999999766,62.24756279810594,24920
-0.18552172448570756,0.004059605698697618,24.0,-21.0,0.09999999999999719,62.315759081795086,26416
-0.1814544630793949,0.004015168619118896,25.0,-19.0,0.0999999999999977,61.788255425661454,27680
-0.18175863627987007,0.003923657273991671,26.0,-16.0,0.0999999999999972,62.24086969164689,29164
-0.17920167767044276,0.003943098136090075,27.0,-21.0,0.09999999999999694,60.80624524079003,30800
-0.18107828053754027,0.0038556461830565165,28.0,-17.0,0.09999999999999705,61.14562013784231,32366
-0.17538493782534437,0.0037977651801055015,29.0,-20.0,0.09999999999999723,61.96590898551186,33841
-0.17300507638694868,0.0037206399264499727,30.0,-19.0,0.09999999999999695,61.8298225248371,35471
-0.16821348001285802,0.0037090654231668675,31.0,-16.0,0.09999999999999673,62.28816942885543,37249
-0.16382558878908132,0.0038089379241942555,32.0,-8.0,0.09999999999999647,61.980495026443755,39248
-0.1575125501844465,0.0038945286901284934,33.0,-13.0,0.09999999999999683,61.168488659146405,40956
-0.15482444222149577,0.0038893919926077285,34.0,-18.0,0.09999999999999717,62.128769247695594,42460
-0.1546879591149909,0.003855575882733965,35.0,-8.0,0.09999999999999648,61.88557568189857,44444
-0.14654763165120913,0.0038879342669962563,36.0,-11.0,0.09999999999999652,62.38569841273404,46386
-0.14186931613754195,0.0039184381648793435,37.0,-9.0,0.09999999999999633,61.62802631221984,48521
-0.13746947148926195,0.003897803934904331,38.0,-17.0,0.0999999999999973,62.16104984880101,49959
-0.14261684939850622,0.0038015936057321552,39.0,-17.0,0.09999999999999701,5.640927893055745,51550
-0.13993823233283284,0.003738662130354301,40.0,-20.0,0.09999999999999701,60.95925793546554,53143
-0.13861402556837643,0.003608435671834451,41.0,-9.0,0.09999999999999645,61.696908433874974,55153
-0.1325193606755203,0.003640349368968917,42.0,-12.0,0.09999999999999647,60.94922789495744,57151
-0.1323428124371146,0.00353864132175525,43.0,-18.0,0.09999999999999656,61.994749656466986,59057
-0.1337218993646506,0.003460483313207487,44.0,-17.0,0.09999999999999686,60.80009164821738,60747
-0.13192817109750749,0.003407045679323841,45.0,-18.0,0.0999999999999968,61.75441797502311,62474
-0.1326866022992118,0.003338724742605982,46.0,-13.0,0.09999999999999662,61.81691248025573,64334
-0.12562102964778415,0.00332898938436398,47.0,-9.0,0.0999999999999964,61.81999484133763,66402
-0.12498122384104533,0.003324615912814964,48.0,-8.0,0.09999999999999605,62.329089952819935,68870
-0.12401623578541073,0.0032396583840324416,49.0,-19.0,0.09999999999999709,60.958305715671166,70417
-0.12324792686552602,0.0031540518618520708,50.0,-16.0,0.09999999999999659,61.225384850016006,72297
-0.12147733563524774,0.0031873626093951416,51.0,-11.0,0.09999999999999634,61.39079234186867,74418
-0.11927975344972348,0.003150182810153449,52.0,-10.0,0.09999999999999608,61.71777777569288,76849
-0.11378954810023412,0.0031033232505338006,53.0,-16.0,0.09999999999999683,62.12435329424831,78560
-0.1184836759927553,0.0030809180029994884,54.0,-17.0,0.09999999999999647,60.75827506219952,80551
-0.11588567447068274,0.003002651633607429,55.0,-14.0,0.09999999999999634,61.71967080884244,82673
-0.11338347736964473,0.002971636634750972,56.0,-12.0,0.09999999999999612,62.14510599806742,85061
-0.11348459625511409,0.002892845590754483,57.0,-15.0,0.09999999999999643,63.82409984025073,87096
-0.11340979603908813,0.002821862805693638,58.0,-12.0,0.09999999999999629,61.93157128663899,89278
-0.1118813005034164,0.0028600503548122046,59.0,-13.0,0.09999999999999643,60.88376845322035,91315
-0.1091402280526083,0.0028499797012896387,60.0,-9.0,0.09999999999999616,62.18365299396541,93633
-0.1102018447738776,0.002810770790288163,61.0,-14.0,0.09999999999999651,61.87594423696027,95586
-0.11010693072147446,0.0027994723789163734,62.0,-10.0,0.09999999999999629,62.18979753789982,97771
-0.1068892459784024,0.0027155000616161506,63.0,-11.0,0.09999999999999602,8.380047144771735,100290
-0.10589997347654388,0.0026768705552644135,64.0,-10.0,0.09999999999999629,61.39102064509281,102471
-0.10414449496494743,0.0026426324389867903,65.0,-13.0,0.09999999999999612,63.43224306780153,104855
-0.1030445849131687,0.0025939741896305667,66.0,-16.0,0.09999999999999605,62.49540854088126,107321
-0.10252394410662972,0.0025621490535084773,67.0,-10.0,0.09999999999999613,62.24960919894562,109677
-0.10020555146745466,0.002522596737796896,68.0,-4.0,0.09999999999999952,61.46378626382259,112628
-0.09547713620158564,0.002467216434338903,69.0,-7.0,0.09999999999999623,61.97970669968597,115212
-0.09810076811072829,0.0023619720669859684,70.0,-16.0,0.0999999999999967,61.96776714076103,117014
-0.09682574285253324,0.002387089572230593,71.0,-8.0,0.09999999999999806,61.698836545387444,119790
-0.09347089456093265,0.0023573908987610023,72.0,-11.0,0.09999999999999618,61.78203115722644,122104
-0.09026433253857981,0.0023395753321117678,73.0,-12.0,0.09999999999999619,61.45214255677315,124390
-0.09377574593427157,0.0022604095290480308,74.0,-15.0,0.09999999999999674,55.27177840471963,126158
-0.09297567038493527,0.0022474591037104177,75.0,-4.0,0.09999999999999817,61.37480043198525,128946
-0.08875748167533609,0.002258916241915625,76.0,-9.0,0.09999999999999917,60.918041418069485,131852
-0.09041818145157138,0.0022487606973688955,77.0,-12.0,0.09999999999999624,63.985383417433624,134078
-0.08888824052591149,0.0021554685667835487,78.0,-8.0,0.09999999999999919,61.44741991247711,136986
-0.0892012364790466,0.002139012710134512,79.0,-10.0,0.0999999999999961,60.98001969195578,139380
-0.08727665267481088,0.002144089172611068,80.0,-14.0,0.09999999999999626,60.93553436694144,141595
-0.08705057618833745,0.002106382169282071,81.0,-7.0,0.09999999999999717,62.17843071876588,144275
-0.0847012427783458,0.002094565469984145,82.0,-3.0,0.1000000000000014,61.492848784304016,147485
-0.08394471114438172,0.0020164016867480765,83.0,1.0,0.10000000000000353,11.308364763154339,151052
-0.08200959741393801,0.001999249199448822,84.0,-4.0,0.09999999999999895,61.962782710042404,153931
-0.07961086357328312,0.0019800164755792962,85.0,-11.0,0.09999999999999645,62.38355493869572,156537
-0.08327746204864443,0.001932901922702329,86.0,-15.0,0.09999999999999624,61.259955313567794,158762
-0.0805540088340862,0.0019009084295270283,87.0,-7.0,0.09999999999999723,62.309379685844576,161448
-0.08075958305846566,0.0018973419764368418,88.0,-10.0,0.09999999999999606,61.7560964919352,163911
